index	centeredness	loss	admissible
10	0.31	-0.05439655007341913	true
10	0.32	-0.054476979977293255	true
10	0.33	-0.05455563609676953	true
10	0.34	-0.054632509882756614	true
10	0.35	-0.05470759298485813	true
10	0.36	-0.05478087725380176	true
10	0.37	-0.05485235474382345	true
10	0.38	-0.054922017715003775	true
10	0.39	-0.05498985863555697	true
10	0.4	-0.05505587018406987	true
10	0.41	-0.055120045251690286	true
10	0.42	-0.0551823769442627	true
10	0.43	-0.05524285858441158	true
10	0.44	-0.05530148371356874	true
10	0.45	-0.05535824609394612	true
10	0.46	-0.05541313971045045	true
10	0.47	-0.055466158772540325	true
10	0.48	-0.05551729771602402	true
10	0.49	-0.055566551204796075	true
10	0.5	-0.05561391413251326	true
10	0.51	-0.0556593816242073	true
10	0.52	-0.055702949037834494	true
10	0.53	-0.055744611965760256	true
10	0.54	-0.055784366236178676	true
10	0.55	-0.05582220791446508	true
10	0.56	-0.055858133304461544	true
10	0.57	-0.055892138949694435	true
10	0.58	-0.055924221634522875	true
10	0.59	-0.05595437838521699	true
10	0.6	-0.05598260647096659	true
10	0.61	-0.05600890340481813	true
10	0.62	-0.056033266944539806	true
10	0.63	-0.05605569509341498	true
10	0.64	-0.0560761861009618	true
10	0.65	-0.056094738463579985	true
